Department,Area,Designation,Name,Phone,E-Mail,Source,Notes
BESCOM (Subdivision),C6 Mattikere,Assistant Executive Engineer,-,"8023608250, 94498 44646",aeec6@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),C7 Yelahanka,Assistant Executive Engineer,-,"8028463541, 9449844647",aeec7@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),C8 Sahakar Nagar,Assistant Executive Engineer,-,"8023627446, 9449841574",aeec8@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),C9 Vidyaranyapura,Assistant Executive Engineer,-,8277893915,aeec9.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Channapatna Urban,Assistant Executive Engineer,-,"807255390, 9448279091",aeechannapattanarural @bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Chikkaballapura Urban,,,,,,
BESCOM (Subdivision),Chinthamani Urban,,,,,,
BESCOM (Subdivision),Doddaballapura,Assistant Executive Engineer,-,"8027623913, 9448279080",aeedodaaballapura @bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E1 Pillanna Garden,Assistant Executive Engineer,-,"8025462474, 9449844671",aeee1@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E10 Benniganahalli,Assistant Executive Engineer,-,"8028510001, 9449868808",-,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E11 Ramamurthy Nagar,Assistant Executive Engineer,-,8277893923,subhanbaig9@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E12 Mahadevapura,Assistant Executive Engineer,-,8277893920,aeee12.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E2 Shivaji Nagar,Assistant Executive Engineer,-,"8022386368, 9449844672",aeee2@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E3 MG Road,Assistant Executive Engineer,-,"8025587203, 9449844673",aeee3@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E4 Whitefield,Assistant Executive Engineer,-,"8028518510, 9449844674",aeee4@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E5 Cooke Town,Assistant Executive Engineer,-,"8025465175, 9449844675",aeee5@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E6 Indiranagar,Assistant Executive Engineer,-,"8025279101, 9449844676",aeee6@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E7 Dooravani Nagar,Assistant Executive Engineer,-,"8025611752, 9449844677",aeee7@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E8 Banaswadi,Assistant Executive Engineer,-,"8025420980, 9449844678",aeee8@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),E9 Nagawara,Assistant Executive Engineer,-,"8025441208, 9449877171",aeee9@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Gowribidanur,,,,,,
BESCOM (Subdivision),Hosakote,Assistant Executive Engineer,-,"8028562559, 9448279024",eeyelahankadivision @bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),K1 Kengeri,Assistant Executive Engineer,-,"8028488891, 9449844687",aeek1@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),K2 Anjananagara,Assistant Executive Engineer,-,9449844892,aeek2@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),K3 Kaggalipura,Assistant Executive Engineer,-,"8028432893, 9449844893",aeek3@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),K4 RR Layout,Assistant Executive Engineer,-,8277893934,aeek4@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Kanakapur Urban,,,,,,
BESCOM (Subdivision),KGF,,,,,,
BESCOM (Subdivision),Kolar Urban,,,,,,
BESCOM (Subdivision),Kunigal,,,,,,
BESCOM (Subdivision),Mulabagilu,,,,,,
BESCOM (Subdivision),N1 West Chord Road,Assistant Executive Engineer,-,"8023324975, 9449844651",aeen1@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N10 Mudalapalya,Assistant Executive Engineer,-,-,-,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N2 KHB Colony,Assistant Executive Engineer,-,"8023111276, 9449844652",aeen2@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N3 Basaveshwaranagar,Assistant Executive Engineer,-,"8023228823, 9449844653",aeen3@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N4 Peenya,Assistant Executive Engineer,-,"8028361551, 9449844654",aeen4@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N5 SRS Gate,Assistant Executive Engineer,-,"8028394283, 9449844655",aeen5@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N6 Sunkadhkatte,Assistant Executive Engineer,-,"8023582122, 9449844656",aeen6@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N7 Kurubarahalli,Assistant Executive Engineer,-,"8023490554, 9449844657",aeen7@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N8 Ullala,Assistant Executive Engineer,-,"8023480041, 9449844897",aeen8@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),N9 Soladevanahalli,Assistant Executive Engineer,-,9663511412,aeen9.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Ramanagara Urban,Assistant Executive Engineer,-,"8027273323, 9448279088",aeeramanagarurban@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S1 Jayanagar,Assistant Executive Engineer,-,"8022447249, 9449844661",aees1@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S10 Bannerghatta,Assistant Executive Engineer,-,"8026639476, 9449844670",aees10@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S11 HSR Layout,Assistant Executive Engineer,-,"8022584384, 9449844826",aees11@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S12 JP Nagar,Assistant Executive Engineer,-,"8026852740, 9449844827",aees12@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S13 Electronic City,Assistant Executive Engineer,-,9449841593,-,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S14 JP Nagar 2nd Phase,Assistant Executive Engineer,-,8277893196,bcs.s14aee@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S15 Kathriguppe,Assistant Executive Engineer,-,8277893192,aee15.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S16 Madiwala SDO,Assistant Executive Engineer,-,8277893193,s16aeebcs.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S17 HAL,Assistant Executive Engineer,-,8277893183,bcss17aee@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S18 Chikka Kallasandra,Assistant Executive Engineer,-,8277893182,-,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S19 Vijaya Bank Layout,Assistant Executive Engineer,-,"8026532077, 8277893180",aees19@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S2 Wilson Garden,Assistant Executive Engineer,-,"8022226936, 9449844662",aees2@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S20 Agara,Assistant Executive Engineer,-,8277893186,aees20.work@gmail.com,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S3 Austin Town,Assistant Executive Engineer,-,"8025716045, 9449844663",aees3@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S4 Koramangala,Assistant Executive Engineer,-,"8025532339, 9449844664",aees4@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S5 ISRO Layout,Assistant Executive Engineer,-,"8026669149, 9449844665",aees5@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S6 JP Nagar,Assistant Executive Engineer,-,"8026549050, 9449844660",aees6@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S7 Murugeshpalya,Assistant Executive Engineer,-,"8025220806, 9449844667",aees7@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S8 Bommanahalli,Assistant Executive Engineer,-,"8025735623, 9449844668",aees8@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),S9 Banashankari 2nd Stage,Assistant Executive Engineer,-,"8026715144, 9449844669",aees9@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Shidlagatta Urban,Assistant Executive Engineer,-,9448279074,aeeshiddlagattaurban @bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),Tumkur Urban Sub Division1,,,,,,
BESCOM (Subdivision),Tumkur Urban Sub Division2,,,,,,
BESCOM (Subdivision),Tumkur Urban Sub Division3 (Kyatsandra),,,,,,
BESCOM (Subdivision),W1 NR Colony,Assistant Executive Engineer,-,"8026756491, 9449844681",aeew1@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W2 Chamarajapete,Assistant Executive Engineer,-,"8026706820, 9449844682",aeew2@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W3 Magadi Road,Assistant Executive Engineer,-,"8023140026, 9449844683",aeew3@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W4 AR Circle,Assistant Executive Engineer,-,"8022263506, 9449844688",aeew4@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W5 Cubbonpete,Assistant Executive Engineer,-,"8022106998, 9449844685",aeew5@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W6 Byatarayanapura,Assistant Executive Engineer,-,"8026748706, 9449844686",aeew6@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W7 Rajarajeshwarinagara,Assistant Executive Engineer,-,9449844894,aeew7@bescom.co.in,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
BESCOM (Subdivision),W8 NR Colony,Assistant Executive Engineer,-,-,-,https://bescom.karnataka.gov.in/new-page/Contact%20Us/en,
